"","pdcomnam","decade","season","meansw","num_tows","variance","cv","prey","totwt","relmsw","ci","relci"
"217","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"PYCNOG",0.258499197354156,0,0,0
"218","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"ARTHRO",0.258499197354156,0,0,0
"219","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"SCIFAM",0.258499197354156,0,0,0
"220","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"SCYPHO",0.258499197354156,0,0,0
"221","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"TRIFA1",0.258499197354156,0,0,0
"222","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"UNOBS",0.258499197354156,0,0,0
"223","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"UROCHU",0.258499197354156,0,0,0
"224","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"UROPSP",0.258499197354156,0,0,0
"225","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"UROREG",0.258499197354156,0,0,0
"226","ATLANTIC HERRING","1990s","FALL",0.00288768743012054,597,8.09293978042991e-06,0.985151384437111,"WORMS",0.258499197354156,1.11709725201362,0.000232860585179596,0.090081743991091
"227","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"ATHFAM",0.258499197354156,0,0,0
"228","ATLANTIC HERRING","1990s","FALL",0,597,0,0,"BOTFAM",0.258499197354156,0,0,0
"229","ATLANTIC HERRING","1990s","SPRING",0.000222207769684357,1353,1.41711829424859e-08,0.535727341815772,"AMMOSP",0.483768106884309,0.0459327034011146,6.47268019380774e-06,0.00133797166487365
"230","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"BRETYR",0.483768106884309,0,0,0
"231","ATLANTIC HERRING","1990s","SPRING",5.25826904339103e-05,1353,1.41450938202567e-09,0.715253699572255,"BRYOZO",0.483768106884309,0.0108693999636659,2.04495621439068e-06,0.000422714144502239
"232","ATLANTIC HERRING","1990s","SPRING",0.00076850747389002,1353,5.15190297784836e-07,0.933976055679255,"CAPFA1",0.483768106884309,0.158858647966598,3.90269790430847e-05,0.00806729060632719
"233","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"CENSTR",0.483768106884309,0,0,0
"234","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"CEPCHO",0.483768106884309,0,0,0
"235","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"CEPHAL",0.483768106884309,0,0,0
"236","ATLANTIC HERRING","1990s","SPRING",0.00369304723968306,1353,4.2644531823529e-06,0.559173797463394,"CHAETO",0.483768106884309,0.763392044065906,0.000112282680727204,0.0232100213158648
"237","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"CIRRIP",0.483768106884309,0,0,0
"238","ATLANTIC HERRING","1990s","SPRING",8.67152271938952e-08,1353,7.57544343071482e-15,1.00371095307918,"CLUFAM",0.483768106884309,1.79249574248252e-05,4.73244011560522e-09,9.78245578462031e-07
"239","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"CLUHAR",0.483768106884309,0,0,0
"240","ATLANTIC HERRING","1990s","SPRING",0.000260579257717655,1353,1.98934332015978e-08,0.541271334148874,"AMPHIP",0.483768106884309,0.0538644970615997,7.668951078716e-06,0.00158525354804962
"241","ATLANTIC HERRING","1990s","SPRING",0.115701472859393,1353,0.000652910442034389,0.220845177246081,"COPEPO",0.483768106884309,23.916721919633,0.00138933796868598,0.287190897645974
"242","ATLANTIC HERRING","1990s","SPRING",0.00100387183796813,1353,1.00305605797608e-07,0.31548907999893,"CRAFAM",0.483768106884309,0.207510959007514,1.72204184307926e-05,0.00355964318146149
"243","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"CRUEGG",0.483768106884309,0,0,0
"244","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"CRULAR",0.483768106884309,0,0,0
"245","ATLANTIC HERRING","1990s","SPRING",0.0113271554617692,1353,2.87036904117913e-05,0.472985696516064,"CRUSHR",0.483768106884309,2.34144320400147,0.000291306359623011,0.0602161150099702
"246","ATLANTIC HERRING","1990s","SPRING",0.0378888217922131,1353,0.00117022534465183,0.902866729072539,"CRUSTA",0.483768106884309,7.83202142783547,0.0018600124332225,0.384484302861932
"247","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"CTENOP",0.483768106884309,0,0,0
"248","ATLANTIC HERRING","1990s","SPRING",0.00240790842872008,1353,5.13742223520741e-06,0.941309980797901,"CUMACE",0.483768106884309,0.497740217772546,0.000123240578395327,0.0254751350164553
"249","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"CYCFAM",0.483768106884309,0,0,0
"250","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"DECAPO",0.483768106884309,0,0,0
"251","ATLANTIC HERRING","1990s","SPRING",1.9077349982657e-05,1353,3.66632512282154e-10,1.00368501518739,"ANALUP",0.483768106884309,0.00394349063346155,1.04110992038222e-06,0.000215208465702183
"252","ATLANTIC HERRING","1990s","SPRING",2.70651564876331e-05,1353,5.90563613838419e-10,0.897889308415157,"DECCRA",0.483768106884309,0.00559465498086371,1.32133956736863e-06,0.000273134906697068
"253","ATLANTIC HERRING","1990s","SPRING",7.66562608394034e-05,1353,2.10269862713407e-09,0.598192390680457,"DECLAR",0.483768106884309,0.0158456623635455,2.4932717307847e-06,0.000515385717930545
"254","ATLANTIC HERRING","1990s","SPRING",0.00265730142212973,1353,3.12251837636986e-06,0.664984743426637,"DECSHR",0.483768106884309,0.549292395326344,9.60801337202339e-05,0.0198607829563289
"255","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"ECHIN1",0.483768106884309,0,0,0
"256","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"EMPTY",0.483768106884309,0,0,0
"257","ATLANTIC HERRING","1990s","SPRING",0.00097641345820326,1353,2.16714545487394e-07,0.476771485969525,"ENGFAM",0.483768106884309,0.201835020603532,2.53119222637099e-05,0.00523224286667643
"258","ATLANTIC HERRING","1990s","SPRING",0.0132376321801927,1353,2.08886935315948e-05,0.345259255292916,"EUPFAM",0.483768106884309,2.73635900999121,0.000248505918480559,0.0513688097549573
"259","ATLANTIC HERRING","1990s","SPRING",9.53867499132848e-07,1353,9.16644446586866e-13,1.00371959889416,"FISEGG",0.483768106884309,0.000197174531673077,5.20572896814478e-08,1.07607940541432e-05
"260","ATLANTIC HERRING","1990s","SPRING",0.00793032661645235,1353,2.59174407729411e-05,0.641955587042616,"FISLAR",0.483768106884309,1.63928264463884,0.000276807054950173,0.0572189549106366
"261","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"FISSCA",0.483768106884309,0,0,0
"262","ATLANTIC HERRING","1990s","SPRING",0.00806087408949011,1353,1.15664323926693e-05,0.42190781927491,"ANCMIT",0.483768106884309,1.6662681922969,0.000184918690448983,0.0382246551224605
"263","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"GADFAM",0.483768106884309,0,0,0
"264","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"GADORD",0.483768106884309,0,0,0
"265","ATLANTIC HERRING","1990s","SPRING",0.0233015632570333,1353,3.95289854716068e-05,0.269819153893851,"GAMMAR",0.483768106884309,4.81668033205127,0.000341852634716837,0.0706645663184634
"266","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"GASACU",0.483768106884309,0,0,0
"267","ATLANTIC HERRING","1990s","SPRING",2.11465087115451e-05,1353,4.49514217515953e-10,1.00261232859114,"GASTRO",0.483768106884309,0.00437120769447545,1.15279693619491e-06,0.000238295356760796
"268","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"GOBFAM",0.483768106884309,0,0,0
"269","ATLANTIC HERRING","1990s","SPRING",1.43080124869927e-05,1353,2.06209469673708e-10,1.00363313739279,"HYDROZ",0.483768106884309,0.00295761797509616,7.80792081145756e-07,0.000161398006614041
"270","ATLANTIC HERRING","1990s","SPRING",0.00872125380367709,1353,2.64849405082004e-05,0.590093153040552,"HYPFAM",0.483768106884309,1.80277568520298,0.000279821189384718,0.0578420084752789
"271","ATLANTIC HERRING","1990s","SPRING",4.3010752688172e-05,1353,1.6971586053639e-09,0.957820598343983,"ISOPOD",0.483768106884309,0.0088907788827133,2.23997057139621e-06,0.000463025681007097
"272","ATLANTIC HERRING","1990s","SPRING",0.0213385866138419,1353,0.000219592995468277,0.694454172194824,"LARVAC",0.483768106884309,4.4109122346391,0.000805731492890134,0.166553247604399
"273","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"ANTHOZ",0.483768106884309,0,0,0
"274","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"LOLISP",0.483768106884309,0,0,0
"275","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"MACAME",0.483768106884309,0,0,0
"276","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"MAUWEI",0.483768106884309,0,0,0
"277","ATLANTIC HERRING","1990s","SPRING",4.63059313215401e-05,1353,1.08738715627068e-09,0.712123759915586,"MENMEN",0.483768106884309,0.00957192726485666,1.79297071779978e-06,0.000370626069036949
"278","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"MERBIL",0.483768106884309,0,0,0
"279","ATLANTIC HERRING","1990s","SPRING",1.14464099895942e-05,1353,1.31480608724992e-10,1.0017550848399,"MISC",0.483768106884309,0.00236609438007693,6.23464816653913e-07,0.000128876791954996
"280","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"MYCFAM",0.483768106884309,0,0,0
"281","ATLANTIC HERRING","1990s","SPRING",0.00395282895036915,1353,2.19772424345355e-06,0.375040853060219,"MYSIDA",0.483768106884309,0.817091679694885,8.06060606249366e-05,0.0166621278827323
"282","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"OSTEIC",0.483768106884309,0,0,0
"283","ATLANTIC HERRING","1990s","SPRING",0.210364560908906,1353,0.00111847744522141,0.158979467206098,"AR",0.483768106884309,43.4845865023536,0.00181842214948472,0.375887149981052
"284","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"OSTRAC",0.483768106884309,0,0,0
"285","ATLANTIC HERRING","1990s","SPRING",0.000273407549061769,1353,4.38278006409661e-08,0.765710031955972,"OTHER",0.483768106884309,0.056516240978067,1.13829790388485e-05,0.00235298252961738
"286","ATLANTIC HERRING","1990s","SPRING",0.00077256466235471,1353,8.84105407471325e-08,0.384872768702991,"OTHFIS",0.483768106884309,0.159697311865055,1.6167137084199e-05,0.00334191875283447
"287","ATLANTIC HERRING","1990s","SPRING",0.00497345060981897,1353,5.40496435295412e-06,0.467453706373477,"PANFAM",0.483768106884309,1.02806500450191,0.000126408859898798,0.0261300524155942
"288","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"PECFA1",0.483768106884309,0,0,0
"289","ATLANTIC HERRING","1990s","SPRING",1.14464099895942e-05,1353,1.31910389382634e-10,1.00339100555323,"PLANKT",0.483768106884309,0.00236609438007693,6.24482968718258e-07,0.000129087254788295
"290","ATLANTIC HERRING","1990s","SPRING",2.87460978147763e-05,1353,8.32167003310784e-10,1.00352072630421,"PLATYH",0.483768106884309,0.00594212338632955,1.56850657317666e-06,0.000324226948998059
"291","ATLANTIC HERRING","1990s","SPRING",0.000616317634804992,1353,1.47521975145572e-07,0.623194719476371,"POLYCH",0.483768106884309,0.127399393642207,2.08837966906056e-05,0.00431690233262936
"292","ATLANTIC HERRING","1990s","SPRING",0.000929283361645484,1353,2.14369930045928e-07,0.498234471290142,"PTERO",0.483768106884309,0.192092729640757,2.51746261846255e-05,0.00520386231055243
"293","ATLANTIC HERRING","1990s","SPRING",7.78551931110407e-06,1353,6.10071586153988e-11,1.00323531851141,"PYCNOG",0.483768106884309,0.00160934943835931,4.24689473497899e-07,8.77878197124437e-05
"294","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"ARTHRO",0.483768106884309,0,0,0
"295","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"SCIFAM",0.483768106884309,0,0,0
"296","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"SCYPHO",0.483768106884309,0,0,0
"297","ATLANTIC HERRING","1990s","SPRING",5.79300017766047e-05,1353,3.37623708366864e-09,1.00302769819853,"TRIFA1",0.483768106884309,0.0119747459479503,3.15934872350995e-06,0.000653070898753045
"298","ATLANTIC HERRING","1990s","SPRING",7.82171349288935e-05,1353,5.87137133018208e-09,0.979643068815552,"UNOBS",0.483768106884309,0.0161683115971923,4.16630319071489e-06,0.000861219069927494
"299","ATLANTIC HERRING","1990s","SPRING",0.000899197264753977,1353,8.12645333285579e-07,1.00252577159473,"UROCHU",0.483768106884309,0.185873614229186,4.90152949351268e-05,0.0101319814674862
"300","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"UROPSP",0.483768106884309,0,0,0
"301","ATLANTIC HERRING","1990s","SPRING",0,1353,0,0,"UROREG",0.483768106884309,0,0,0
"302","ATLANTIC HERRING","1990s","SPRING",0.000957933986892309,1353,4.75007796143679e-07,0.719473474090096,"WORMS",0.483768106884309,0.19801511783442,3.74741219857996e-05,0.00774629857828999
"303","ATLANTIC HERRING","1990s","SPRING",1.9077349982657e-05,1353,3.6664514545845e-10,1.00370230718973,"ATHFAM",0.483768106884309,0.00394349063346155,1.04112785716009e-06,0.000215212173424461
"304","ATLANTIC HERRING","1990s","SPRING",1.51962241712502e-05,1353,2.32093231023648e-10,1.00252577159473,"BOTFAM",0.483768106884309,0.00314122075329044,8.28347058926968e-07,0.000171228125033274
"305","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"AMMOSP",0.412110640939086,0,0,0
"306","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"BRETYR",0.412110640939086,0,0,0
"307","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"BRYOZO",0.412110640939086,0,0,0
"308","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"CAPFA1",0.412110640939086,0,0,0
"309","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"CENSTR",0.412110640939086,0,0,0
"310","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"CEPCHO",0.412110640939086,0,0,0
"311","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"CEPHAL",0.412110640939086,0,0,0
"312","ATLANTIC HERRING","1990s","SUMMER",1.18368664586248e-05,188,1.47271878241349e-10,1.02523438831369,"CHAETO",0.412110640939086,0.0028722545071032,1.77015372719463e-06,0.000429533613391041
"313","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"CIRRIP",0.412110640939086,0,0,0
"314","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"CLUFAM",0.412110640939086,0,0,0
"315","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"CLUHAR",0.412110640939086,0,0,0
"316","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"AMPHIP",0.412110640939086,0,0,0
"317","ATLANTIC HERRING","1990s","SUMMER",0.0312392357129614,188,0.000144089130211058,0.38425117997764,"COPEPO",0.412110640939086,7.58030310544174,0.00175092152157182,0.424866855556545
"318","ATLANTIC HERRING","1990s","SUMMER",5.91843322931239e-05,188,3.76876435876736e-09,1.03727220291554,"CRAFAM",0.412110640939086,0.014361272535516,8.95469015200718e-06,0.00217288496399946
"319","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"CRUEGG",0.412110640939086,0,0,0
"320","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"CRULAR",0.412110640939086,0,0,0
"321","ATLANTIC HERRING","1990s","SUMMER",0.00133370606206635,188,1.26468625487823e-06,0.843201312895914,"CRUSHR",0.412110640939086,0.323628154572084,0.000164037246346367,0.0398041763669512
"322","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"CRUSTA",0.412110640939086,0,0,0
"323","ATLANTIC HERRING","1990s","SUMMER",0.00232152457756567,188,3.0258828139839e-06,0.749294882580603,"CTENOP",0.412110640939086,0.563325560406682,0.000253733098755194,0.061569169429114
"324","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"CUMACE",0.412110640939086,0,0,0
"325","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"CYCFAM",0.412110640939086,0,0,0
"326","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"DECAPO",0.412110640939086,0,0,0
"327","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"ANALUP",0.412110640939086,0,0,0
"328","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"DECCRA",0.412110640939086,0,0,0
"329","ATLANTIC HERRING","1990s","SUMMER",1.37200043043151e-05,188,2.02542332901571e-10,1.03729827658263,"DECLAR",0.412110640939086,0.00332920408777871,2.07591217018719e-06,0.00050372690340069
"330","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"DECSHR",0.412110640939086,0,0,0
"331","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"ECHIN1",0.412110640939086,0,0,0
"332","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"EMPTY",0.412110640939086,0,0,0
"333","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"ENGFAM",0.412110640939086,0,0,0
"334","ATLANTIC HERRING","1990s","SUMMER",0.297823625504413,188,0.0290545324203075,0.572331697561822,"EUPFAM",0.412110640939086,72.2678804958191,0.0248632568433342,6.03315090012666
"335","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"FISEGG",0.412110640939086,0,0,0
"336","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"FISLAR",0.412110640939086,0,0,0
"337","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"FISSCA",0.412110640939086,0,0,0
"338","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"ANCMIT",0.412110640939086,0,0,0
"339","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"GADFAM",0.412110640939086,0,0,0
"340","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"GADORD",0.412110640939086,0,0,0
"341","ATLANTIC HERRING","1990s","SUMMER",0.00036861780021428,188,7.58349173062483e-08,0.74706485465776,"GAMMAR",0.412110640939086,0.0894463194093465,4.01685060570635e-05,0.00974701986959876
"342","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"GASACU",0.412110640939086,0,0,0
"343","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"GASTRO",0.412110640939086,0,0,0
"344","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"GOBFAM",0.412110640939086,0,0,0
"345","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"HYDROZ",0.412110640939086,0,0,0
"346","ATLANTIC HERRING","1990s","SUMMER",5.19208006026041e-05,188,2.90294799967631e-09,1.03771536615876,"HYPFAM",0.412110640939086,0.012598752724339,7.85906171606654e-06,0.00190702712702538
"347","ATLANTIC HERRING","1990s","SUMMER",2.15215753793178e-06,188,4.90482025593794e-12,1.02905239987444,"ISOPOD",0.412110640939086,0.000522228092200581,3.23044699362044e-07,7.8387856869193e-05
"348","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"LARVAC",0.412110640939086,0,0,0
"349","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"ANTHOZ",0.412110640939086,0,0,0
"350","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"LOLISP",0.412110640939086,0,0,0
"351","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"MACAME",0.412110640939086,0,0,0
"352","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"MAUWEI",0.412110640939086,0,0,0
"353","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"MENMEN",0.412110640939086,0,0,0
"354","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"MERBIL",0.412110640939086,0,0,0
"355","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"MISC",0.412110640939086,0,0,0
"356","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"MYCFAM",0.412110640939086,0,0,0
"357","ATLANTIC HERRING","1990s","SUMMER",0.0380069534608204,188,0.0010723570650862,0.861601903258593,"MYSIDA",0.412110640939086,9.22251203565456,0.00477662095709839,1.15906275708237
"358","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"OSTEIC",0.412110640939086,0,0,0
"359","ATLANTIC HERRING","1990s","SUMMER",0.0390428575154388,188,0.000412754218403196,0.520360310821601,"AR",0.412110640939086,9.4738775554232,0.00296344472647568,0.719089591989862
"360","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"OSTRAC",0.412110640939086,0,0,0
"361","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"OTHER",0.412110640939086,0,0,0
"362","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"OTHFIS",0.412110640939086,0,0,0
"363","ATLANTIC HERRING","1990s","SUMMER",0.00182825782847304,188,1.57896495725878e-06,0.68730389340153,"PANFAM",0.412110640939086,0.443632764324394,0.000183289386191924,0.0444757713060402
"364","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"PECFA1",0.412110640939086,0,0,0
"365","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"PLANKT",0.412110640939086,0,0,0
"366","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"PLATYH",0.412110640939086,0,0,0
"367","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"POLYCH",0.412110640939086,0,0,0
"368","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"PTERO",0.412110640939086,0,0,0
"369","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"PYCNOG",0.412110640939086,0,0,0
"370","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"ARTHRO",0.412110640939086,0,0,0
"371","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"SCIFAM",0.412110640939086,0,0,0
"372","ATLANTIC HERRING","1990s","SUMMER",7.04831593672657e-06,188,2.84976861315631e-11,0.757389773089726,"SCYPHO",0.412110640939086,0.0017102970019569,7.7867435265332e-07,0.000188947888091154
"373","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"TRIFA1",0.412110640939086,0,0,0
"374","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"UNOBS",0.412110640939086,0,0,0
"375","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"UROCHU",0.412110640939086,0,0,0
"376","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"UROPSP",0.412110640939086,0,0,0
"377","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"UROREG",0.412110640939086,0,0,0
"378","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"WORMS",0.412110640939086,0,0,0
"379","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"ATHFAM",0.412110640939086,0,0,0
"380","ATLANTIC HERRING","1990s","SUMMER",0,188,0,0,"BOTFAM",0.412110640939086,0,0,0
"381","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"AMMOSP",0.215751256921281,0,0,0
"382","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"BRETYR",0.215751256921281,0,0,0
"383","ATLANTIC HERRING","1990s","WINTER",0.00186453055784976,310,3.42439069547179e-06,0.992480879668075,"BRYOZO",0.215751256921281,0.864203798604083,0.000210203916217525,0.0974288257770012
"384","ATLANTIC HERRING","1990s","WINTER",2.67907973611065e-06,310,7.40001635005793e-12,1.01538489888137,"CAPFA1",0.215751256921281,0.00124174467131292,3.09004986911589e-07,0.000143222798013331
"385","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"CENSTR",0.215751256921281,0,0,0
"386","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"CEPCHO",0.215751256921281,0,0,0
"387","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"CEPHAL",0.215751256921281,0,0,0
"388","ATLANTIC HERRING","1990s","WINTER",0.000176117214580165,310,1.20254844848817e-08,0.622657871902997,"CHAETO",0.215751256921281,0.0816297513596518,1.24566264189149e-05,0.00577360549211532
"389","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"CIRRIP",0.215751256921281,0,0,0
"390","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"CLUFAM",0.215751256921281,0,0,0
"391","ATLANTIC HERRING","1990s","WINTER",0.00021171780125106,310,4.61329537806335e-08,1.01449113436038,"CLUHAR",0.215751256921281,0.0981305065250707,2.43980310629795e-05,0.0113084073813212
"392","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"AMPHIP",0.215751256921281,0,0,0
"393","ATLANTIC HERRING","1990s","WINTER",0.0399903709060021,310,9.23199087634183e-05,0.240265962883141,"COPEPO",0.215751256921281,18.5354057615493,0.00109143237500332,0.505875326326161
"394","ATLANTIC HERRING","1990s","WINTER",0.00036166996550105,310,5.44516072686107e-08,0.645197843327091,"CRAFAM",0.215751256921281,0.167632842868215,2.65066290597485e-05,0.012285735637415
"395","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"CRUEGG",0.215751256921281,0,0,0
"396","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"CRULAR",0.215751256921281,0,0,0
"397","ATLANTIC HERRING","1990s","WINTER",5.52560195572821e-05,310,3.1495388426472e-09,1.01564956695494,"CRUSHR",0.215751256921281,0.0256109838458289,6.37488908710317e-06,0.00295474018463267
"398","ATLANTIC HERRING","1990s","WINTER",8.03723920833194e-06,310,6.64786123416528e-11,1.0144580168486,"CRUSTA",0.215751256921281,0.00372523401393875,9.26168746149376e-07,0.00042927617635493
"399","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"CTENOP",0.215751256921281,0,0,0
"400","ATLANTIC HERRING","1990s","WINTER",8.34979851087818e-05,310,4.26853873195965e-09,0.782462652629969,"CUMACE",0.215751256921281,0.0387010422559192,7.42144993394552e-06,0.00343981770481796
"401","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"CYCFAM",0.215751256921281,0,0,0
"402","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"DECAPO",0.215751256921281,0,0,0
"403","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"ANALUP",0.215751256921281,0,0,0
"404","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"DECCRA",0.215751256921281,0,0,0
"405","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"DECLAR",0.215751256921281,0,0,0
"406","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"DECSHR",0.215751256921281,0,0,0
"407","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"ECHIN1",0.215751256921281,0,0,0
"408","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"EMPTY",0.215751256921281,0,0,0
"409","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"ENGFAM",0.215751256921281,0,0,0
"410","ATLANTIC HERRING","1990s","WINTER",0.0527648102876662,310,0.00137865339894517,0.703692896364062,"EUPFAM",0.215751256921281,24.4563165195918,0.00421770981877862,1.95489466850128
"411","ATLANTIC HERRING","1990s","WINTER",0.0020461994742306,310,4.29790488457849e-06,1.01316558952559,"FISEGG",0.215751256921281,0.948406745540851,0.000235492754071898,0.109150119184622
"412","ATLANTIC HERRING","1990s","WINTER",0.000299387160510365,310,8.79525780886001e-08,0.990583559401083,"FISLAR",0.215751256921281,0.138764967019218,3.36878609492615e-05,0.0156142130664633
"413","ATLANTIC HERRING","1990s","WINTER",7.64142938587342e-05,310,5.80376511127247e-09,0.996965912629482,"FISSCA",0.215751256921281,0.0354177745933664,8.65374437791841e-06,0.00401098213813689
"414","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"ANCMIT",0.215751256921281,0,0,0
"415","ATLANTIC HERRING","1990s","WINTER",0,310,0,0,"GADFAM",0.215751256921281,0,0,0
